created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
2020-10-15 00:00:44,1.3165294056284815e+18,"Now Open! Create a FREE U.S. Election Pick'em Pool. Add some excitement to the potential chaos. Pick who you think will become President, who will win the Swing States, the popular vote, and more!
🇺🇲https://t.co/W6FKnaXVMT
#MAGA2020 #Trump #Biden #Politics #USElection2020 https://t.co/NwNfiZsy53",0.0,0.0,Hootsuite Inc.,21932049.0,OfficePools.com,officepools_com,Visit https://t.co/CdmWfqRMIS to play now! #fantasyhockey #fantasysports #hockeypool #footballpool #NHLpool #golfpool,2009-02-25 22:52:43,967.0,,,,,,,,,2020-10-21 00:00:06.344681016
2020-10-15 00:00:55,1.3165294494505656e+18,#Trump https://t.co/Y9p5BZEHuT,1.0,1.0,Twitter Web App,1.083386514816553e+18,Cheryl,Cheryl84037124,,2019-01-10 15:34:08,49.0,,,,,,,,,2020-10-21 00:00:06.717897546
2020-10-15 00:01:08,1.3165295062790185e+18,"@cnnbrk #Trump owes #RicardoAguirre $730,000 to pay for the mass murder of his family. #TrumpLiedPeopleDied @FauciFan",3.0,2.0,Twitter for iPhone,194650429.0,MoClarker,MoClarker,Media Maven/Scientist/Fan O Fauci,2010-09-24 17:15:43,101.0,Santa Monica Beach,47.00521079999999,-88.96290959999999,,United States of America,North America,Michigan,MI,2020-10-21 00:00:07.091114077
2020-10-15 00:01:10,1.3165295138163712e+18,#Democrats have spent more #tax #payer #paid #time &amp; #money on #chasing &amp; #attacking #TRUMP #not #doing #their #jobs #serving the #public as #elected #USA #NO GOOD REASON'S NOT TO #ECONOMICALLY #BAIL #PEOPLE OUT &amp; #PROTECT THEM TOO AS YOU TOOK #OATH TOO. #USA https://t.co/bRMhvloyKt,0.0,0.0,Twitter Web App,37738708.0,E Turner,Webinfotech,"Christian Veteran - My Oath to my Country, Flag, and Constitution never discharged.🇺🇸♠️🗽⚖️",2009-05-04 19:48:56,275.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-10-21 00:00:07.837547138
2020-10-15 00:01:10,1.316529511962415e+18,"When you know you can put people in their graves and get away with it, you go to #Trump  rallies, mask-less. Like canned sardines.

#COVID19 #SuperSpreader #TrumpRally
#TrumpRallyDesMoines #pandemic
#TrumpCovid19 https://t.co/yO7ZP9HHFo",0.0,0.0,Twitter for Android,412036425.0,It Is Merely Me,andThisAndThat,"If you can't feed 100 people then feed just one.      

#SaveTheEarth #ClimateChange #ClimateAction
🇱🇷⚖🗽🌏
#Resist #VoteBlue",2011-11-14 05:49:41,5974.0,Mother Earth,,,,,,,,2020-10-21 00:00:07.464330607
2020-10-15 00:01:14,1.3165295298971853e+18,"#Trump: Nobody likes to tell you this, but some of the farmers were doing better the way I was doing it than they were by working their asses off.

And that check? It's totally in the mail, right Don?",1.0,1.0,Twitter Web App,8436472.0,snarke,snarke,"Will mock for food! Freelance writer, blogger, commentator. Civics nerd. She/Her",2007-08-26 05:56:11,1185.0,Portland,45.5202471,-122.6741949,Portland,United States of America,North America,Oregon,OR,2020-10-21 00:00:08.210763668
2020-10-15 00:01:16,1.3165295378203812e+18,@tedcruz @cc125 #Trump2020 #BLM #obama #VoteRed #BidenHarris2020 #Blacklivesmatter #mikepence #Debates2020 #KamalaHarris #KamalaHarrisVP #biden #riots #hunterbidden #AOC #Trump #IlhanOmar #gavinnewsom #tedwheeler #GretchenWhitmer &gt;&gt; This is only the begining its going to get worse! https://t.co/jcccPhWtgY,1.0,0.0,Twitter Web App,1.3100400474214031e+18,Infamous One,InfamousOne13,"""The company you keep can have a major impact on your life."" 
 - Semper Fi -",2020-09-27 02:14:26,361.0,,,,,,,,,2020-10-21 00:00:08.583980198
2020-10-15 00:01:18,1.3165295446863012e+18,"@MarcInPhoenix @CIAspygirl #Trump
#Covid19
#TrumpLiesAmericansDie

Immunologist Florian Kramme, “#herdimmunity through natural infections is not a strategy, but an indication for the government’s malfunction to control a break out and to pay for this with lost lives.” 

https://t.co/ddEFm2Lqvj",1.0,1.0,Twitter Web App,240532719.0,William Jones 😷🌊 🇦🇺🐸,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",2011-01-20 04:11:32,1776.0,Australia,-24.7761086,134.755,,Australia,Oceania,,,2020-10-21 00:00:08.957196729
2020-10-15 00:01:20,1.3165295552770458e+18,"@RudyGiuliani @Twitter @PressSec You right @RudyGiuliani Censorship should be Condemned 
Cc Trump and the GOP

Not the American way.

Now let's redo Trump's Impeachment this time without the CENSORSHIP...
#AmericaFirst #BidenCares #DonaldTrump #BidenWillCrushCovid #BidenHarris2020ToSaveAmerica https://t.co/MrOa2Cgsd0",0.0,0.0,Twitter for Android,1010405455.0,David Goldstein,Amambo12Carlos,"We are part of a Symbiotic relationship with someone wich disguises as a terrestrial so as not to ALARM us. 
THE KINGDOM OF GOD IS an advanced CIVILIZATION...",2012-12-14 04:32:22,2002.0,"Florida, USA",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,2020-10-21 00:00:09.330413259
2020-10-15 00:01:22,1.3165295638206464e+18,"@realDonaldTrump just quoted China’s Xu, Russia’s Putin and North Korea’s Kim as leaders who are 100%
No mention of leaders of Allied countries, this is the president of the USA? @CNN @andersoncooper 
#trump #TrumpIsUnfitForOffice",1.0,0.0,Twitter for iPhone,7.143860784220201e+17,Brian Speaking,Sainter_Boys,Love the Skobbers and the Sainters.,2016-03-28 09:38:08,617.0,Everywhere,,,,,,,,2020-10-21 00:00:09.703629789
2020-10-15 00:01:23,1.3165295693614694e+18,"Comments on this? ""Do Democrats Understand how Ruthless China is?"" https://t.co/QevK00yhs3 #China #HunterBiden #JoeBiden #BidenHarris #BidenHarris2020 #TrumpPence2020 #Trump #realDonaldTrump #WTO #coronavirus #trade https://t.co/Wjm1hyTFNZ",0.0,0.0,Twitter Web App,101659277.0,John Ubaldi,ubaldireports,Just Facts... No Fiction on domestic and global political issues.,2010-01-04 04:34:39,83.0,"Tampa, Florida",27.947759499999997,-82.458444,Tampa,United States of America,North America,Florida,FL,2020-10-21 00:00:10.076846320
2020-10-15 00:01:27,1.316529584855298e+18,"SHAME on @NikkiHaley for her ridiculous ad for @LindseyGrahamSC -- saying he's fighting for others.  Lady G is ONLY fighting to retain power -- and he is SPINELESS when it comes to controlling #Trump. 

IT IS TIME FOR LINDESY TO GO!!! #SC #SouthCarolina #VoteJaimeHarrisonSC",2.0,0.0,Twitter for Android,853873322.0,Emmett Lee Dickinson,The_Dickinson,"The Emmett Lee Dickinson Museum in Washerst, PA. Dedicated to the life & poetry of Emmett Lee Dickinson (Emily's 3rd Cousin, twice removed -- at her request)",2012-09-30 01:02:56,625.0,"WASherst, PA",,,,,,,,2020-10-21 00:00:10.450062850
2020-10-15 00:01:30,1.3165295949089055e+18,@karatblood @KazePlays_JC Grab @realDonaldTrump by the balls &amp; chuck the bastard out the door onto #PennsylvaniaAvenue &amp; form a line &amp; everybody gets to kick #DonaldTrump in the nuts! Please note 1 kick per person only! #BidenHarrisToSaveAmerica #VoteBlueToSaveOurDemocracy,2.0,0.0,Twitter for iPhone,36024393.0,Baylee,bayleewashere,"when the going gets tough, the weird turn pro. My tweets are mine. she/her #SWATT #LGBTQ #BlackLivesMatter #BlueWave2020 🌊#ProudDemocrat #ProudTransWomen",2009-04-28 08:55:59,1952.0,"Western Washington, USA",41.8828229,-87.686307,Chicago,United States of America,North America,Illinois,IL,2020-10-21 00:00:10.823279381
2020-10-15 00:01:32,1.3165296040148623e+18,"#Trump 

Le Pdt @realDonaldTrump: 
""Nous ne sommes pas venus d'aussi loin, avons surmonté tout cela et nous nous sommes battus si durement, pour rendre notre pays au marais dépravé de Washington!""
#TrumpRallyDesMoines https://t.co/S3pLbcWJgS",8.0,6.0,Twitter for Android,7.714621788807782e+17,Samsonite07,kleensamsonite,"🇮🇱🇺🇸🇨🇿 God Before!! Pro-TRUMP-POUTINE-Bolsanaro-ISRAËL- Anti-UE  
Blocked  by Sellin, Henneton,Clemenceau, Araud, Faiche,Corbe,'Braana ,Haim,...😂",2016-09-01 21:38:11,3847.0,Costa Rica,10.2735633,-84.0739102,,Costa Rica,North America,,,2020-10-21 00:00:11.196495911
2020-10-15 00:01:32,1.3165296068962304e+18,Ice Cube is teaming up to work with President Trump in developing The Platinum Plan. #2020election #AfricanAmericans #BlackAmerican #DiamondandSilk #DonaldTrump #featuredonWJLive #politics #race #TWJReports #USnews https://t.co/XFkzWFMbK0,14.0,6.0,dlvr.it,2217181338.0,Conservative Tribune,conserv_tribune,"🇺🇸Commentary by The Western Journal 
Editor-in-Chief - @georgeupper
Deputy Managing Editor, Assignment - @josh_manning
Read more at @westjournalism",2013-11-27 04:58:32,74657.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-10-21 00:00:11.569712441
2020-10-15 00:01:38,1.316529628748673e+18,"@maries_trella @CarmenAColeman @hugoventura @marvinicio @MicaelaTacconi Otro jonrón de #Trump. 👊🏻Y que no se nos olvide que ahí también están involucrados los #ClintonCrimeFamily y #Obama, por mencionar algunos. https://t.co/w2qxZuZfT0",5.0,2.0,Twitter for Android,9.777713601802322e+17,ClauMorales,ClauMor32263091,No DM por favor.,2018-03-25 04:57:13,1700.0,,,,,,,,,2020-10-21 00:00:11.942928972
2020-10-15 00:01:39,1.31652963468356e+18,"@FloridaMan__ Lemme make sure I get this right ... sooo ... *checks notes* ... the 1st #tRump supporter vandalized the property of the 2nd #tRump supporter,  because the 1st #tRump supporter believed that 2nd #tRump supporter was making #TrumpCovid19 look 'too racist'? 

Did I get it all?? https://t.co/bkH8R737Qa",6.0,0.0,Twitter for Android,52864730.0,Ćhřïş ţhě Fîŕ§ţ...of the house of Black Man🇧🇧😎⛱,Reddmanx,Caution : Educated Black Male ..|.. {Quotable} “It’s easier to fool people than to convince them they’ve been fooled.” (Mark Twain),2009-07-01 21:55:46,209.0,Barbados,13.1500331,-59.52503050000001,,Barbados,North America,,,2020-10-21 00:00:12.316145502
2020-10-15 00:01:42,1.316529648323289e+18,"#BlacksForTrump 
#BlackVoicesForTrump 
#BidenIsARacist 
#BlackFathersMatter 
#BlackVotersMatter 
Vote @GOP down ticket &amp; give #Trump somebody to work with 
#DemocratsAreDestroyingAmerica https://t.co/fiqQfIhJgi",1.0,1.0,Twitter Web App,2818208253.0,RickenRich,RickenRich,"Rickenbacker guitars and basses are the interest... and Military History, Generals, that kind of thing; and musings about Political conspiracies; support BrOTs",2014-10-09 03:25:16,604.0,"California, USA",36.7014631,-118.75599740000001,,United States of America,North America,California,CA,2020-10-21 00:00:12.689362032
2020-10-15 00:01:44,1.3165296574460436e+18,"@ChrisDJackson New respect here for @Scaramucci. 

The vile, hateful ugliness of #Trump’s #LawAndOrder America.",0.0,0.0,Twitter for iPhone,9.975761678919148e+17,Florida Public Affairs Consultants,FLPublicAffairs,#PublicAffairs #Government #Legislature #Communications #PublicRelations #PR #Graphics #SocialMedia #Content #Marketing #Advertising,2018-05-18 20:34:27,358.0,"Florida, USA",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,2020-10-21 00:00:13.062578563
2020-10-15 00:01:44,1.316529653969019e+18,"Who does #trump owe 420 million dollars to? What are the terms? Who is #DonaldTrump beholden to? WE DEMAND TO KNOW!
#TrumpIsANationalSecurityRisk 
#FollowTheMoney 
#TrumpTaxCheat 
#TrumpTaxFraud",1.0,0.0,Twitter Web App,16110770.0,Therese Flanagan 🌊 🏳️‍🌈✊,thereseflanagan,I read; I write; I shoot photos. Chocolate is involved. There is also coffee and ale. #WarrenDem #TheResistance #BlueWave 🌊 #FreePress #BlackLivesMatter,2008-09-03 10:29:02,8345.0,Chicago,41.875561600000005,-87.6244212,Chicago,United States of America,North America,Illinois,IL,2020-10-21 00:00:13.435795093
2020-10-15 00:01:45,1.3165296593502618e+18,"🤚#trump's the biggest Liar evner
#VoteHimOut https://t.co/I5HtocsW3z",0.0,0.0,Twitter for Android,7.062400216034877e+17,Bente petersen,bentepmail,"i am from Denmark
65 & women.
i love animals ❤️ ❤️❤️❤️ ❤️
got 
4 resqued cats & 3 resqued dogs
i HATE Thrump 🤮🤮🤮🤮🤮",2016-03-05 22:08:37,413.0,Danmark,,,,,,,,2020-10-21 00:00:14.182228154
2020-10-15 00:01:48,1.3165296726672343e+18,"#JimJordan, #DevinNunes, #MattGaetz, #JohnCornyn, #BillBarr, #DonaldTrump &amp; the rest who railed about it, should be indicted &amp; go to jail for perpetuating a fraud against the #American people over the perfectly legal ""unmasking"" of General Flynn.
They make me sick!

#LockThemUp! https://t.co/m7XSsW58eh",0.0,0.0,Twitter Web App,2162825861.0,Debra Bock,vapermom,"Married, disabled Mom w/2 GREAT sons.
Medical & legal experience.
Fights for the little guy, downtrodden & working class.
❤America, equality & humanity",2013-11-01 04:50:33,296.0,"New Jersey, USA",40.0757384,-74.4041622,,United States of America,North America,New Jersey,NJ,2020-10-21 00:00:14.555444684
2020-10-15 00:01:49,1.3165296767566766e+18,😬 The emperor will have no clothes by the end of the rally. 🤢 #Trump https://t.co/gOASwZgdUb,0.0,0.0,Twitter for Android,1.173506442491519e+18,Lee Saunders,LeeSaunders72,Actress | Old soul young at heart | Coffee addict,2019-09-16 07:58:47,1069.0,"Leeds/Manchester/London, UK",54.702354500000006,-3.2765752999999997,,United Kingdom,Europe,,,2020-10-21 00:00:14.928661215
2020-10-15 00:01:49,1.3165296755612426e+18,@icecube good for you. @TheDemocrats only care if you toe the line and follow their narrative. They do not care if they help the under served as they claim. #DonaldTrump policies helped black America and they cannot give him any credit. @TheDemocrats policies have never helped! https://t.co/jsPC0HjIXZ,0.0,0.0,Twitter for iPad,549280257.0,Berry,berryleonard,"Christian Pro-Life Conservative, BS Electrical Engineering @UCF, Real Estate Investor.",2012-04-09 12:41:04,10.0,,,,,,,,,2020-10-21 00:00:15.301877745
2020-10-15 00:01:50,1.3165296822679388e+18,@DavidJHarrisJr #DemsAreCorrupt #Trump #FourMoreYears https://t.co/uH11Hb1DdH,1.0,0.0,Twitter Web App,210165301.0,Dino0726,dino0726,Against Stupid; Against anarchy; Against BLM and Antifa; Pro-Life; Christian; Wife; Mother of two; Grandmother (MeMe) of five; Obsessed with politics,2010-10-30 18:43:10,1988.0,,,,,,,,,2020-10-21 00:00:15.675094276
2020-10-15 00:01:53,1.3165296917343724e+18,"#TheWeek: ""#Trump in Penn: ""I saved suburbia. I got rid of a regulation that was a disaster and it was really unfair and it's gotten a lot worse under Obama and Biden. You damn well better vote for me Pennsylvania, you better vote."" But he never did identify the 'regulation.' https://t.co/7CX0PBJ2hA",0.0,0.0,Twitter Web App,58488519.0,thelaughmakers@gmail.com,TheLaughMakers,"Attorney, TV comedy writer, author of THE LAUGH MAKERS: A Tribute to Bob Hope's Gag Writers, multi media show ""Bob Hope Backstage.""Instructor at https://t.co/34cEoBAeiw",2009-07-20 14:37:32,1855.0,"Studio City, California",34.148398900000004,-118.39618770000001,Los Angeles,United States of America,North America,California,CA,2020-10-21 00:00:16.421527336
2020-10-15 00:01:53,1.316529695056441e+18,"#TheReidOut 

Am I suppose to feel badly for @OMAROSA? Isn't she the person who once claimed #Trump critics would have to bow at the feet of Donald? Sorry the snakes deserve one another. 

@JoyAnnReid",2.0,0.0,Twitter for Android,2903257517.0,CitizenTaylor,CommonToadnMd,"Lifelong Democrat. Joe Biden for President 2020,
Anti-Trump, proud member of the coastal elite. Truthteller to the nation's #Deplorables.",2014-12-03 03:11:02,83.0,"Washington, DC",38.8949924,-77.0365581,Washington,United States of America,North America,District of Columbia,DC,2020-10-21 00:00:16.048310806
2020-10-15 00:02:00,1.3165297246261043e+18,#Trump is tearing up #Biden at the #TrumpRally over the #HunterBidenEmails,0.0,1.0,Twitter Web App,138870199.0,BIBLE MAN ✝️ Jesus' Rapture The Last Day John 6:40,acceptjesusnow,Jesus' #Rapture Prophecy The Last Day. This is the only correct explication of the Rapture ever published. https://t.co/qvS2JBo4l4,2010-04-30 21:28:28,2589.0,"Hemet, California  ",33.7475203,-116.97196840000001,,United States of America,North America,California,CA,2020-10-21 00:00:16.794743867
2020-10-15 00:02:05,1.3165297436306555e+18,"#Trump #Obama #Clinton #Biden

#ManWomanPersonCameraTV

#RockPaperScissors

#HandsFaceSpace

#VoteJoeBiden 

#USElection #USElection2020

#Pence vs #Harris

#DrugsTest #TrumpDrugs #BidenDrugs

#InjectDisinfectant #PowerfulLight through the skin or some other way 😳🙆🏽‍♂️🤷🏽‍♂️🤦🏽‍♂️ https://t.co/tBqSpgWoR0",0.0,0.0,Twitter for iPhone,132163121.0,Saroop Rooprai FIA,roshannnikhil,🌶G20 YEA UK DELEGATE 🌶ACTUARY 🌶 CORPORATE FINANCE 🌶KPMG Veteran 🌶REAL ESTATE 🌶BRAND AMBASSADOR 🌶NED 🌶PENSION TRUSTEE 🌶CHEF 🌶LFC YNWA,2010-04-12 13:11:33,841.0,"London, UK",51.5073219,-0.1276474,London,United Kingdom,Europe,England,ENG,2020-10-21 00:00:17.167960397
2020-10-15 00:02:06,1.3165297467763917e+18,https://t.co/7Wu52qsofx @realDonaldTrump #Election2020 #Trump,0.0,0.0,Twitter Web App,1.2894059896288952e+18,Refragium,refragium,I call balls and strikes.,2020-08-01 03:43:35,4.0,,,,,,,,,2020-10-21 00:00:17.541176927
2020-10-15 00:02:10,1.3165297633397105e+18,"#DonaldTrump is a liar.
#TrumpRallyDesMoines https://t.co/me4dqasCWU",0.0,0.0,Twitter for Android,412036425.0,It Is Merely Me,andThisAndThat,"If you can't feed 100 people then feed just one.      

#SaveTheEarth #ClimateChange #ClimateAction
🇱🇷⚖🗽🌏
#Resist #VoteBlue",2011-11-14 05:49:41,5966.0,Mother Earth,,,,,,,,2020-10-21 00:00:17.914393458
